,Question,Answer,Solution,url
0,"16) Arrange the given words in a meaningful sequence.
1. Room 
2. Building
3. Society
4. Flat 
5. City

A. 5, 3, 2, 1, 4
B. 3, 5, 2, 4, 1
C. 3, 1, 2, 4, 5
D. 5, 3, 2, 4, 1


",D,"According to size, the correct sequence is a city, society, building, flat, and room.
",https://www.javatpoint.com/logical-sequence-of-words-4
1,"17) Arrange the given words in a meaningful sequence.
1. Seldom
2. Generally 
3. Never
4. Sometimes 
5. Always

A. 5, 2, 4, 3, 1
B. 5, 2, 4, 1, 3
C. 3, 1, 4, 5, 2
D. 5, 3, 2, 4, 1


",B,"It shows the frequency of happening something in decreasing order, so the meaningful or logical sequence would be: always, generally, sometimes, seldom and never.
",https://www.javatpoint.com/logical-sequence-of-words-4
2,"18) Arrange the given words in a meaningful sequence.
1. Selection
2. Probation 
3. Appointment
4. Interview 
5. Application
6. Advertisement

A. 5, 2, 4, 3, 1, 6
B. 5, 2, 4, 1, 3, 6
C. 6, 5, 4, 3, 1, 2
D. 6, 5, 4, 1, 3, 2


",D,"It shows the sequence of hiring a candidate in companies which is advertisement, application, interview, selection, appointment, probation.
",https://www.javatpoint.com/logical-sequence-of-words-4
3,"19) Arrange the given words in a meaningful sequence.
1. Treatment
2. Patient 
3. Diagnosis
4. Doctor
5. Bill

A. 2, 4, 3, 5, 1
B. 2, 4, 1, 3, 5
C. 2, 4, 3, 1, 5
D. 5, 4, 1, 3, 2


",C,"A person falls ill and becomes a patient; visits a doctor; diagnosis is done, treatment starts and finally the bill is generated.
",https://www.javatpoint.com/logical-sequence-of-words-4
4,"20) Arrange the given words in a meaningful sequence.
1. Rain
2. Flood
3. Relief supplies
4. Monsoon 
5. Rescue

A. 2, 4, 3, 5, 1
B. 4, 1, 2, 3, 5
C. 1, 4, 2, 5, 3
D. 4, 1, 2, 5, 3


",D,"Monsoon causes rain; heavy rainfall causes floods; floods affect people, so we rescue them and then provide relief supplies.
",https://www.javatpoint.com/logical-sequence-of-words-4
0,"6) Manoj covered a distance of 50 m towards the North. He then turned to his left and walked 20 m. He again turned left and walked 60m. Finally, he turned to his right at an angle of 45°. In which direction is he moving finally?

A. South-East
B. South-West
C. North-West
D. North-East


",B,"The point T is towards South-West of the starting point P.
",https://www.javatpoint.com/direction-sense-test-2
1,"7) Geeta walks 20 m towards north then she walks 12 m towards the South. Now, she walks 6 m towards east. How far and in which direction is she from the starting point?

A. 10 m North-East
B. 10 m North
C. 6 m East
D. 6 m South-West


",A,"AC = 20 - 12 = 8 km
CD = 6 m
AD = 8 + 6
AD = 64 + 36
AD = 100
AD = 10 m
D is towards North-East of the starting point A.
",https://www.javatpoint.com/direction-sense-test-2
2,"8) Mohan is facing north-east. He turns 90 degrees in the anticlockwise direction then he turns 135 degrees in the clockwise direction. Which direction is Mohan facing now?

A. East
B. South
C. North
D. East


",A,"The image shows that Mohan is facing the East after he turns 135 degree in the clockwise direction.
",https://www.javatpoint.com/direction-sense-test-2
3,"9) Tom left for his office in his car. He travelled 5 km towards the North and then 10 km towards the East. He then travelled 3 km towards the South. Further, he turned to the West and travelled 2 km. Finally, he turned towards the South and travelled 2 km. How far and in which direction is he from the starting point?

A. 8 km South
B. 7 km East
C. 8 km East
D. 2 km South


",C,"A and F are in the same line, and F lies to the East of A.
Distance from the starting point = A F = BC - DE
AF = 10 - 2 = 8 km
So, Tom is 8 km East from the starting point A.
",https://www.javatpoint.com/direction-sense-test-2
4,"10) Deepak walked 20 m towards the South. Then he turned to his left and walked 15 m. He again turned to his left and walked 20 m. Finally, he turned to his right and walked 10m. How far and in which direction is he from the starting point?

A. 15 m East
B. 15 m North
C. 25 m North
D. 25 m East


",D,"The distance between Deepak and starting point = PT
PT = PS+ST
PT = 15m + 10 m
PT = 25 m
And, T is to the East of P.
",https://www.javatpoint.com/direction-sense-test-2
0,"11) Ramesh is driving towards the North. After travelling 2 km, he turns to his right and covers 5 km. Then he turns to his left and covers 2 km. Finally, he turns to his left and covers 5 km. How far is he from the starting point and in which direction he is driving? 

A. 2 km West
B. 2 Km East
C. 4 km West
D. 4 km North


",C,"The distance between the initial and final position of Ramesh = AE = AB+CD.
So, AE = 2+2 = 4 km and It is clear from the diagram that Ramesh is driving in the West direction.
",https://www.javatpoint.com/direction-sense-test-3
1,"12) Suresh walks 18 km from his house to the North. Then he turns towards the East and covers 12 km. He then turns towards the South and covers 6 km. Finally, he turns towards the West and covers 12 km. In which direction is he from his house? 

A. South
B. North
C. East
D. West


",B,"It is clear from the diagram that finally Suresh is to the North of his house.
",https://www.javatpoint.com/direction-sense-test-3
2,"13) If North-East becomes North and North-West becomes the West. What will the East become?

A. north-east
B. north-west
C. south-east
D. south-west


",A,"It is clear from the diagram that the east becomes north-east.
",https://www.javatpoint.com/direction-sense-test-3
3,"14) Mahesh was standing facing a pole in the morning after sunrise. The shadow of the pole fell exactly to his left. Which direction is he facing?

A. west
B. east
C. north
D. data is inadequate


",C,"Sun rises in the east in the morning. As the shadow of the pole falls to his left, so he is facing north.
",https://www.javatpoint.com/direction-sense-test-3
4,"15) Ram is facing north and turns 45 degrees in the clockwise direction and then again turns 180 degrees in the same direction and then turns 45 degrees in the anticlockwise direction. Find the direction he is facing now?

A. East
B. West
C. North
D. South


",D,"As per the image, in the beginning, Ram is facing in the direction OP. On turning 45 degrees clockwise, he is facing the direction OQ. Now again he moves 180 degrees clockwise and faces the direction OS. From this point, he turns 45 degrees anticlockwise. At this point, he is facing OR, which is the south direction.
",https://www.javatpoint.com/direction-sense-test-3
0,"16) Suresh left home and walked 5 km towards the south; turned right and walked 2.5 km and turned right and walked 5 km and turned left and cycled 5 km. How many kilometers will he have to walk to reach his home straight?

A. 15 km
B. 10 km
C. 5 km
D. 7.5 km


",D,"The image shows that to reach home straight, he has to cover a distance which is equal to the sum of ED + DA. DA = BC = 2.5
So, he will have to walk a distance of 5+2.5 = 7.5 km
",https://www.javatpoint.com/direction-sense-test-4
1,"17) Ramesh put his timepiece on the table in a way so that its minute hand points to south at 6 pm. What will be the direction of the hour hand at 9:15 pm?

A. South
B. East
C. West
D. North


",B,"After seeing the image, it is clear that at 9.15 pm, the hour hand will point towards the east.
",https://www.javatpoint.com/direction-sense-test-4
2,"18) Q is 50 m south-west of P. If R is 50 m south-east of P, the Q is in which direction of R?

A. North-East
B. West
C. South-West
D. South


",B,"From the image, it is clear that Q is in the west of R.
",https://www.javatpoint.com/direction-sense-test-4
3,"19) Tom started walking keeping his back toward the Sun. After walking for few meters, he turned left, and then turned right. In which direction, is he waking now? 

A. north or west
B. west or east
C. north or south
D. south or west


",B,"From the image, it is clear that if he starts walking in the morning, he would be walking towards the west. If he starts walking in the evening, he would be walking towards the east.
",https://www.javatpoint.com/direction-sense-test-4
4,"20) In the morning, after sunrise, Ramesh and Suresh were talking to each other face to face at Rajnigandha crossing. If Suresh's shadow was exactly to the right of Ramesh, which direction Suresh was facing?

A. north
B. east
C. south
D. data is inadequate


",A,"In the morning, Sun rises in the east, so shadow falls in the west. Since Suresh's shadow falls to the right-side of Ramesh, he is facing north.
",https://www.javatpoint.com/direction-sense-test-4
